entry_time,entry_price,exit_time,exit_price,exit_reason,pnl_pct,pnl_points,pnl_r,candles_held,win,stop_loss_pct,entry_adx,entry_confidence,highest_price,max_rr_reached,breakeven_triggered,trailing_triggered
2024-01-11 13:10:00+05:30,1345.6,2024-01-11 13:55:00+05:30,1352.5853143568113,profit_target,0.5191226483956144,6.9853143568113865,1.5,9,1,0.0,34.633740681020655,0.87434596,1352.8,1.546100783491437,True,False
2024-01-12 10:20:00+05:30,1362.0,2024-01-12 11:35:00+05:30,1365.8,max_holding,0.2790014684287779,3.7999999999999545,0.5419540289763156,15,1,-0.5148065214235555,31.534958723477793,0.83579916,1368.35,0.9056337063156831,False,False
2024-01-20 10:40:00+05:30,1375.2,2024-01-20 11:50:00+05:30,1367.7495871157846,stop_loss,-0.5417694069382955,-7.450412884215439,-1.0,14,0,-0.5417694069382955,34.4233252058714,0.9263137,1382.5,0.9798114699744828,False,False
2024-01-29 10:40:00+05:30,1387.2,2024-01-29 11:15:00+05:30,1397.3226400935237,profit_target,0.7297174231202144,10.122640093523614,1.4999999999999831,7,1,0.0,60.53838856974022,0.8478547,1398.0,1.6003730104327607,True,False
2024-01-29 11:30:00+05:30,1399.0,2024-01-29 11:50:00+05:30,1409.6736966696885,profit_target,0.7629518705996087,10.673696669688525,1.500000000000016,4,1,-0.5086345803997336,70.64491579157354,0.84778833,1409.3,1.4474835174841962,False,False
2024-01-29 11:55:00+05:30,1409.05,2024-01-29 12:45:00+05:30,1419.6442088073024,profit_target,0.7518689050993572,10.594208807302493,1.500000000000016,10,1,0.0,76.2585242324066,0.85727054,1421.55,1.7698348542154458,True,False
2024-01-29 12:50:00+05:30,1422.95,2024-01-29 13:40:00+05:30,1433.6743345753098,profit_target,0.753669108212498,10.72433457530974,1.499999999999984,10,1,0.0,75.65833349307154,0.82757527,1434.9,1.6714323741137262,True,False
2024-01-29 13:45:00+05:30,1439.6,2024-01-29 15:00:00+05:30,1446.9,max_holding,0.507085301472644,7.300000000000182,0.851360585904203,15,1,-0.5956175442795307,74.586054499513,0.96144605,1449.75,1.1837410886202087,False,False
2024-01-30 10:05:00+05:30,1438.15,2024-01-30 10:30:00+05:30,1426.9111936088796,stop_loss,-0.7814766464638969,-11.238806391120534,-1.0,5,0,-0.7814766464638969,32.29152695832689,0.8136229,1438.15,0.0,False,False
2024-02-02 11:00:00+05:30,1459.35,2024-02-02 11:20:00+05:30,1470.1452956769378,profit_target,0.7397331467391607,10.79529567693794,1.5,4,1,-0.49315543115944044,33.74782783019103,0.83647686,1470.0,1.479811250944023,False,False
2024-02-02 11:25:00+05:30,1473.4,2024-02-02 11:50:00+05:30,1465.318898849466,stop_loss,-0.5484662108411902,-8.081101150534096,-1.0,5,0,-0.5484662108411902,40.40443333335854,0.885714,1473.4,0.0,False,False
2024-02-02 12:30:00+05:30,1453.2,2024-02-02 12:50:00+05:30,1443.7621946964662,stop_loss,-0.6494498557345085,-9.437805303533878,-1.0,4,0,-0.6494498557345085,35.86815889962107,0.9180005,1453.2,0.0,False,False
2024-02-09 10:55:00+05:30,1454.6,2024-02-09 12:10:00+05:30,1463.7,max_holding,0.6256015399422615,9.100000000000136,0.9743041944852712,15,1,-0.6421008382015325,32.5940928657696,0.88819695,1464.5,1.0599573104839701,False,False
2024-02-13 11:15:00+05:30,1474.6,2024-02-13 12:30:00+05:30,1471.7,max_holding,-0.19666350196662577,-2.8999999999998636,-0.4067597471050955,15,0,-0.4834881115112242,32.34217375443048,0.95754373,1475.9,0.18234057628852518,False,False
2024-02-15 10:25:00+05:30,1474.0,2024-02-15 11:40:00+05:30,1472.5,max_holding,-0.10176390773405698,-1.5,-0.21958954590976446,15,0,-0.4634278344738445,31.355855298637582,0.85804856,1475.6,0.23422884897040208,False,False
2024-02-27 13:00:00+05:30,1494.9,2024-02-27 13:55:00+05:30,1489.4676656622744,stop_loss,-0.3633911524333203,-5.432334337725706,-1.0,11,0,-0.3633911524333203,32.930980290167305,0.8577593,1497.8,0.5338404854539888,False,False
2024-02-29 10:10:00+05:30,1470.2,2024-02-29 11:25:00+05:30,1467.5,max_holding,-0.18364848319956775,-2.7000000000000455,-0.29662363297104094,15,0,-0.6191296403462808,31.550589866839026,0.887259,1473.05,0.31310272369163905,False,False
2024-03-04 11:35:00+05:30,1505.1,2024-03-04 12:50:00+05:30,1498.7246348537876,stop_loss,-0.42358415694719886,-6.375365146212289,-1.0,15,0,-0.42358415694719886,35.51306797525459,0.811098,1505.1,0.0,False,False
2024-03-21 10:10:00+05:30,1453.75,2024-03-21 11:25:00+05:30,1455.7,max_holding,0.13413585554600485,1.9500000000000455,0.3375832730880861,15,1,-0.3973415338946743,33.887430541017224,0.8418001,1457.0,0.5626387884801304,False,False
